Title,Game,player1,player2
TT 68 18 GGST   BurgerDaddy vs Kibotsu,Guilty Gear: Strive,BurgerDaddy,Kibotsu
TT 68 19 GGST   Noel vs Kibotsu,Guilty Gear: Strive,Noel,Kibotsu
TT 68 20 GGST   Noel vs Mangocopter PART 1,Guilty Gear: Strive,Noel,Mangocopter
TT 68 SSBU   PsyLion vs Cornball,Ultimate,PsyLion,Cornball
TT 68 SSBU   Schmlorp vs Pig,Ultimate,Schmlorp,Pig
TT 69 01 SSBU   Fraggle vs Dungarani,Ultimate,Fraggle,Dungarani
TT 69 02 SSBU   SkyHigh vs PsyLion,Ultimate,SkyHigh,PsyLion
TT 69 03 SSBU   CBlub vs jt5565,Ultimate,CBlub,jt5565
TT 69 04 SSBU   Schmlorp vs Archaic,Ultimate,Schmlorp,Archaic
TT 69 05 SSBU   Kobomb vs Danlisto,Ultimate,Kobomb,Danlisto
TT 69 06 SSBU   Tycho vs Wizard Guy,Ultimate,Tycho,Wizard Guy
TT 69 07 GGST   ThereGoesMySanity vs Yemma,Guilty Gear: Strive,ThereGoesMySanity,Yemma
TT 69 08 GGST   Kibotsu vs Wefran,Guilty Gear: Strive,Kibotsu,Marnie
TT 69 09 GGST   Mangocopter vs Yemma,Guilty Gear: Strive,Mangocopter,Yemma
TT 69 10 GGST   Noel vs Kibotsu,Guilty Gear: Strive,Noel,Kibotsu
TT 69 11 GGST   ThereGoesMySanity vs TaishouNara,Guilty Gear: Strive,ThereGoesMySanity,TaishouNara
TT 69 12 GGST   Naiya55 vs Wefran,Guilty Gear: Strive,Naiya55,Marnie
TT 69 13 GGST   Noel vs TaishouNara,Guilty Gear: Strive,Noel,TaishouNara
TT 69 14 GGST   Naiya55 vs Yemma,Guilty Gear: Strive,Naiya55,Yemma
TT 69 15 GGST   Mangocopter vs Kibotsu,Guilty Gear: Strive,Mangocopter,Kibotsu
TT 69 16 GGST   Noel vs Yemma,Guilty Gear: Strive,Noel,Yemma
TT 69 17 GGST   Noel vs Kibotsu,Guilty Gear: Strive,Noel,Kibotsu
TT 69 18 GGST   Noel vs Mangocopter,Guilty Gear: Strive,Noel,Mangocopter
TT 70 GGST 01   R Squared vs Mag3r,Guilty Gear: Strive,R Squared,Mag3r
TT 70 GGST 02   Noel vs Naiya55,Guilty Gear: Strive,Noel,Naiya55
TT 70 GGST 03   Wefran vs Kibotsu,Guilty Gear: Strive,Marnie,Kibotsu
TT 70 GGST 04   Mangocopter vs Yemma,Guilty Gear: Strive,Mangocopter,Yemma
TT 70 GGST 05   Noel vs Kibotsu,Guilty Gear: Strive,Noel,Kibotsu
TT 70 GGST 06   ThereGoesMySanity vs R Squared,Guilty Gear: Strive,ThereGoesMySanity,R Squared
TT 70 GGST 07   Wefran vs Rob Gucci,Guilty Gear: Strive,Marnie,Rob Gucci
TT 70 GGST 08   ThereGoesMySanity vs Kibotsu,Guilty Gear: Strive,ThereGoesMySanity,Kibotsu
TT 70 GGST 09   Yemma vs Wefran,Guilty Gear: Strive,Yemma,Marnie
TT 70 GGST 10   Noel vs Mangocopter,Guilty Gear: Strive,Noel,Mangocopter
TT 70 GGST 11   Yemma vs Kibotsu,Guilty Gear: Strive,Yemma,Kibotsu
TT 70 GGST 12   Yemma vs Mangocopter,Guilty Gear: Strive,Yemma,Mangocopter
TT 70 GGST 13   Noel vs Mangocopter,Guilty Gear: Strive,Noel,Mangocopter
TT 70 SSBU 01   PenguinLord vs Z+ACEAIQAh-,Ultimate,PenguinLord,Z+ACEAIQAh-
TT 70 SSBU 02   Aidoawesome vs TheMitt86,Ultimate,Aidoawesome,TheMitt86
TT 70 SSBU 03   Schmlorp vs Asian Jew,Ultimate,Schmlorp,Asian Jew
TT 70 SSBU 04   FullPie vs Danlisto,Ultimate,FullPie,Danlisto
TT 70 SSBU 05   Wizard Guy vs fourside,Ultimate,Wizard Guy,fourside
TT 71 GGST 01   Yemma vs Meatcrab,Guilty Gear: Strive,Yemma,Meatcrab
TT 71 GGST 02   Naiya55 vs Mangocopter,Guilty Gear: Strive,Naiya55,Mangocopter
TT 71 GGST 03   Wefran vs Kibotsu,Guilty Gear: Strive,Marnie,Kibotsu
TT 71 GGST 04   NoelKurata vs TaishouNara,Guilty Gear: Strive,Noel,TaishouNara
TT 71 GGST 05   Yemma vs Mangocopter,Guilty Gear: Strive,Yemma,Mangocopter
TT 71 GGST 06   NoelKurata vs Kibotsu,Guilty Gear: Strive,Noel,Kibotsu
TT 71 GGST 07   Naiya55 vs Sente,Guilty Gear: Strive,Naiya55,Sente
TT 71 GGST 08   Wefran vs TaishouNara,Guilty Gear: Strive,Marnie,TaishouNara
TT 71 GGST 09   Naiya55 vs Kibotsu,Guilty Gear: Strive,Naiya55,Kibotsu
TT 71 GGST 10   Yemma vs Wefran,Guilty Gear: Strive,Yemma,Marnie
TT 71 GGST 11   NoelKurata vs Mangocopter,Guilty Gear: Strive,Noel,Mangocopter
TT 71 GGST 12   Yemma vs Kibotsu,Guilty Gear: Strive,Yemma,Kibotsu
TT 71 GGST 13   NoelKurata vs Kibotsu,Guilty Gear: Strive,Noel,Kibotsu
TT 71 GGST 14   Kibotsu vs Mangocopter,Guilty Gear: Strive,Kibotsu,Mangocopter
TT 71 SSBU 01   QuikyCrisp vs iHOLES,Ultimate,QuikyCrisp,iHOLES
TT 71 SSBU 02   DaveBot vs Voltz,Ultimate,DaveBot,Voltz
TT 71 SSBU 03   SkyHigh vs VictoryStar,Ultimate,SkyHigh,VictoryStar
TT 71 SSBU 04   Wizard Guy vs Karinole,Ultimate,Wizard Guy,Karinole
TT 71 SSBU 05   fourside vs Schmlorp,Ultimate,fourside,Schmlorp
TT 71 SSBU 06   Carls493 vs Rob Gucci,Ultimate,Carls493,Rob Gucci
TT 71 SSBU 07   Voltz vs Danlisto,Ultimate,Voltz,Danlisto
TT 72 GGST 01   Time for Crab vs Kibotsu,Guilty Gear: Strive,Meaty Behemy,Kibotsu
TT 72 GGST 02   Nenmyx vs Yemma,Guilty Gear: Strive,sylph,Yemma
TT 72 GGST 03   Wefran vs Kibotsu,Guilty Gear: Strive,Marnie,Kibotsu
TT 72 GGST 04   Yemma vs ThereGoesMySanity,Guilty Gear: Strive,Yemma,ThereGoesMySanity
TT 72 GGST 05   Wefran vs NoelKurata,Guilty Gear: Strive,Marnie,Noel
TT 72 GGST 06   Mangocopter vs Yemma,Guilty Gear: Strive,Mangocopter,Yemma
TT 72 GGST 07   Naiya55 vs ThereGoesMySanity,Guilty Gear: Strive,Naiya55,ThereGoesMySanity
TT 72 GGST 08   Naiya55 vs Wefran,Guilty Gear: Strive,Naiya55,Marnie
TT 72 GGST 09   TaishouNara vs Kibotsu,Guilty Gear: Strive,TaishouNara,Kibotsu
TT 72 GGST 10   Mangocopter vs Kibotsu,Guilty Gear: Strive,Mangocopter,Kibotsu
TT 72 GGST 11   NoelKurata vs Yemma,Guilty Gear: Strive,Noel,Yemma
TT 72 GGST 12   Wefran vs Kibotsu,Guilty Gear: Strive,Marnie,Kibotsu
TT 72 GGST 13   NoelKurata vs Kibotsu,Guilty Gear: Strive,Noel,Kibotsu
TT 72 GGST 14   NoelKurata vs Yemma,Guilty Gear: Strive,Noel,Yemma
TT 72 SSBU 01   Bunsy vs HBK,Ultimate,Bunsy,HBK
TT 72 SSBU 02   Bunsy vs Voltz,Ultimate,Bunsy,Voltz
TT 72 SSBU 03   topshadow vs DLV,Ultimate,topshadow,DLV
TT 72 SSBU 04   Schmlorp vs Kobomb,Ultimate,Schmlorp,Kobomb
TT 72 SSBU 05   TheMikeDrop vs Winter,Ultimate,TheMikeDrop,Winter
TT 72 SSBU 06   Ikemefuna vs Carls493,Ultimate,Ikemefuna,Carls493
TT 73 GGST 01   ThereGoesMySanity vs Yemma,Guilty Gear: Strive,ThereGoesMySanity,Yemma
TT 73 GGST 02   NoelKurata vs Kibotsu,Guilty Gear: Strive,Noel,Kibotsu
TT 73 GGST 03   Mangocopter vs Yemma,Guilty Gear: Strive,Mangocopter,Yemma
TT 73 GGST 04   Naiya55 vs Time For Crab,Guilty Gear: Strive,Naiya55,Meaty Behemy
TT 73 GGST 05   Mx  Up vs ThereGoesMySanity,Guilty Gear: Strive,Mx  Up,ThereGoesMySanity
TT 73 GGST 06   Naiya55 vs Yemma,Guilty Gear: Strive,Naiya55,Yemma
TT 73 GGST 07   ThereGoesMySanity vs Kibotsu,Guilty Gear: Strive,ThereGoesMySanity,Kibotsu
TT 73 GGST 08   Mangocopter vs NoelKurata,Guilty Gear: Strive,Mangocopter,Noel
TT 73 GGST 09   Kibotsu vs Yemma,Guilty Gear: Strive,Kibotsu,Yemma
TT 73 GGST 10   Kibotsu vs NoelKurata,Guilty Gear: Strive,Kibotsu,Noel
TT 73 GGST 11   Mangocopter vs NoelKurata,Guilty Gear: Strive,Mangocopter,Noel
TT 73 SSBU 01   DaveBot vs Psy,Ultimate,DaveBot,Psy
TT 73 SSBU 02   topshadow vs Archaic,Ultimate,topshadow,Archaic
TT 73 SSBU 03   KZK vs Scylla,Ultimate,KZK,Scylla
TT 73 SSBU 04   Kobomb vs Carrot,Ultimate,Kobomb,Carrot
TT 73 SSBU 05   Rob Gucci vs 3DS,Ultimate,Rob Gucci,3DS
TT 73 SSBU 06   Carls493 vs Danlisto,Ultimate,Carls493,Danlisto
TT 74 GGST 01   Naiya55 vs Mag3r,Guilty Gear: Strive,Naiya55,Mag3r
TT 74 GGST 02   NoelKurata vs R Squared,Guilty Gear: Strive,Noel,R Squared
TT 74 GGST 03   Mangocopter vs Rob Gucci,Guilty Gear: Strive,Mangocopter,Rob Gucci
TT 74 GGST 04   Wefran vs Naiya55,Guilty Gear: Strive,Marnie,Naiya55
TT 74 GGST 05   Rob Gucci vs Time for Crab,Guilty Gear: Strive,Rob Gucci,Meaty Behemy
TT 74 GGST 06   NoelKurata vs Yemma,Guilty Gear: Strive,Noel,Yemma
TT 74 GGST 07   Mangocopter vs Wefran,Guilty Gear: Strive,Mangocopter,Marnie
TT 74 GGST 08   Naiya55 vs Rob Gucci,Guilty Gear: Strive,Naiya55,Rob Gucci
TT 74 GGST 09   Sente vs R Squared,Guilty Gear: Strive,Sente,R Squared
TT 74 GGST 10   NoelKurata vs Rob Gucci,Guilty Gear: Strive,Noel,Rob Gucci
TT 74 GGST 11   Mangocopter vs Yemma,Guilty Gear: Strive,Mangocopter,Yemma
TT 74 GGST 12   Sente vs Wefran,Guilty Gear: Strive,Sente,Marnie
TT 74 GGST 13   NoelKurata vs Wefran,Guilty Gear: Strive,Noel,Marnie
TT 74 GGST 14   NoelKurata vs Yemma,Guilty Gear: Strive,Noel,Yemma
TT 74 GGST 15   Mangocopter vs NoelKurata,Guilty Gear: Strive,Mangocopter,Noel
TT 74 SSBU 01   TheMitt86 vs Dungarani,Ultimate,TheMitt86,Dungarani
TT 74 SSBU 02   Nado vs UnOrtho,Ultimate,Nado,UnOrtho
TT 74 SSBU 03   Asian Jew vs Cornball,Ultimate,Asian Jew,Cornball
TT 74 SSBU 04   SkyHigh vs Rad,Ultimate,SkyHigh,Rad
TT 74 SSBU 05   Rinrin vs BFP,Ultimate,Rinrin,BFP
TT 74 SSBU 06   fourside vs Carrot,Ultimate,fourside,Carrot
TT 74 SSBU 07   Danlisto vs Wizard Guy,Ultimate,Danlisto,Wizard Guy
TT 75 GGST 01   ThereGoesMySanity vs HealsGood,Guilty Gear: Strive,ThereGoesMySanity,HealsGood
TT 75 GGST 02   Mangocopter vs HealsGood,Guilty Gear: Strive,Mangocopter,HealsGood
TT 75 GGST 03   Kibotsu vs Yemma,Guilty Gear: Strive,Kibotsu,Yemma
TT 75 GGST 04   ThereGoesMySanity vs RizzlessNara,Guilty Gear: Strive,ThereGoesMySanity,TaishouNara
TT 75 GGST 05   Naiya55 vs Sente,Guilty Gear: Strive,Naiya55,Sente
TT 75 GGST 06   Kibotsu vs RizzlessNara,Guilty Gear: Strive,Kibotsu,TaishouNara
TT 75 GGST 07   HealsGood vs Naiya55,Guilty Gear: Strive,HealsGood,Naiya55
TT 75 GGST 08   Mangocopter vs Yemma,Guilty Gear: Strive,Mangocopter,Yemma
TT 75 GGST 09   HealsGood vs Kibotsu,Guilty Gear: Strive,HealsGood,Kibotsu
TT 75 GGST 10   Mangocopter vs Kibotsu,Guilty Gear: Strive,Mangocopter,Kibotsu
TT 75 GGST 11   Mangocopter vs Yemma,Guilty Gear: Strive,Mangocopter,Yemma
TT 75 SSBU 01   SkyHigh vs VictoryStar,Ultimate,SkyHigh,VictoryStar
TT 75 SSBU 02   Asian Jew vs Schmlorp,Ultimate,Asian Jew,Schmlorp
TT 75 SSBU 03   VictoryStar vs Rob Gucci,Ultimate,VictoryStar,Rob Gucci
TT 75 SSBU 04   XYK vs Kobomb,Ultimate,XYK,Kobomb
TT 75 SSBU 05   Rad vs Mickle,Ultimate,Rad,Mickle
TT 75 SSBU 06   Ikemefuna vs El Scorcho,Ultimate,Ikemefuna,El Scorcho
TT 76 GGST 01   Meaty Behemy vs Okamu,Guilty Gear: Strive,Meaty Behemy,Okamu
TT 76 GGST 02   Mangocopter vs Rob Gucci,Guilty Gear: Strive,Mangocopter,Rob Gucci
TT 76 GGST 03   Naiya55 vs Wefran,Guilty Gear: Strive,Naiya55,Marnie
TT 76 GGST 04   Mangocopter vs TaishouNara,Guilty Gear: Strive,Mangocopter,TaishouNara
TT 76 GGST 05   Wefran vs Okamu,Guilty Gear: Strive,Marnie,Okamu
TT 76 GGST 06   Naiya55 vs Asylum,Guilty Gear: Strive,Naiya55,Asylum
TT 76 GGST 07   ThereGoesMySanity vs Rob Gucci,Guilty Gear: Strive,ThereGoesMySanity,Rob Gucci
TT 76 GGST 08   TaishouNara vs Asylum,Guilty Gear: Strive,TaishouNara,Asylum
TT 76 GGST 09   ThereGoesMySanity vs Okamu,Guilty Gear: Strive,ThereGoesMySanity,Okamu
TT 76 GGST 10   Mangocopter vs Wefran,Guilty Gear: Strive,Mangocopter,Marnie
TT 76 GGST 11   Okamu vs TaishouNara,Guilty Gear: Strive,Okamu,TaishouNara
TT 76 GGST 12   Okamu vs Wefran,Guilty Gear: Strive,Okamu,Marnie
TT 76 GGST 13   Mangocopter vs Okamu,Guilty Gear: Strive,Mangocopter,Okamu
TT 76 SSBU 01   Joy Boy vs froggie,Ultimate,Joy Boy,froggie
TT 76 SSBU 02   Kobomb vs VictoryStar,Ultimate,Kobomb,VictoryStar
TT 76 SSBU 03   miles vs SupaSulley,Ultimate,miles,SupaSulley
TT 76 SSBU 04   Ikemefuna vs Karinole,Ultimate,Ikemefuna,Karinole
TT 76 SSBU 05   El Scorcho vs Cornball,Ultimate,El Scorcho,Cornball
TT 76 SSBU 06   Wizard Guy vs Rob Gucci,Ultimate,Wizard Guy,Rob Gucci
TT 77 GGST 01   Asylum vs Jaqworld,Guilty Gear: Strive,Asylum,jaqworld
TT 77 GGST 02   Sente vs Bleather,Guilty Gear: Strive,Sente,Heather
TT 77 GGST 03   Sente vs R Squared,Guilty Gear: Strive,Sente,R Squared
TT 77 GGST 04   Wefran vs TaishouNara,Guilty Gear: Strive,Marnie,TaishouNara
TT 77 GGST 05   Noel vs Sente,Guilty Gear: Strive,Noel,Sente
TT 77 GGST 06   ThereGoesMySanity vs Yemma,Guilty Gear: Strive,ThereGoesMySanity,Yemma
TT 77 GGST 07   Wefran vs The Law,Guilty Gear: Strive,Marnie,Meaty Behemy
TT 77 GGST 08   Noel vs Yemma,Guilty Gear: Strive,Noel,Yemma
TT 77 GGST 09   Sente vs ThereGoesMySanity,Guilty Gear: Strive,Sente,ThereGoesMySanity
TT 77 GGST 10   TaishouNara vs Mangocopter,Guilty Gear: Strive,TaishouNara,Mangocopter
TT 77 GGST 11   ThereGoesMySanity vs The Law,Guilty Gear: Strive,ThereGoesMySanity,Meaty Behemy
TT 77 GGST 12   Noel vs Mangocopter,Guilty Gear: Strive,Noel,Mangocopter
TT 77 GGST 13   Yemma vs Wefran,Guilty Gear: Strive,Yemma,Marnie
TT 77 GGST 14   ThereGoesMySanity vs Mangocopter,Guilty Gear: Strive,ThereGoesMySanity,Mangocopter
TT 77 GGST 15   Wefran vs Mangocopter,Guilty Gear: Strive,Marnie,Mangocopter
TT 77 GGST 16   Yemma vs Mangocopter,Guilty Gear: Strive,Yemma,Mangocopter
TT 77 SSBU 01   PARTIAL CUT   buh vs DLV,Ultimate,mooni,DLV
TT 77 SSBU 02   QuikyCrisp vs iHOLES,Ultimate,QuikyCrisp,iHOLES
TT 77 SSBU 03   froggie  vs Kobomb,Ultimate,froggie,Kobomb
TT 77 SSBU 04   Schmlorp vs Voltz,Ultimate,Schmlorp,Voltz
TT 77 SSBU 05   Ikemefuna vs SkyHigh,Ultimate,Ikemefuna,SkyHigh
TT 77 SSBU 06   Winter vs Wizard Guy,Ultimate,Winter,Wizard Guy
TT 78 GGST 01   Naiya55 vs Nenmyx,Guilty Gear: Strive,Naiya55,sylph
TT 78 GGST 02   Mangocopter vs BurgerDaddy,Guilty Gear: Strive,Mangocopter,BurgerDaddy
TT 78 GGST 03   Asylum vs SlabOfBeef,Guilty Gear: Strive,Asylum,SlabofBeef
TT 78 GGST 04   Yemma vs ThereGoesMySanity,Guilty Gear: Strive,Yemma,ThereGoesMySanity
TT 78 GGST 05   Noel vs Mangocopter,Guilty Gear: Strive,Noel,Mangocopter
TT 78 GGST 06   Wefran vs R Squared,Guilty Gear: Strive,Marnie,R Squared
TT 78 GGST 07   BurgerDaddy vs TaishouNara,Guilty Gear: Strive,BurgerDaddy,TaishouNara
TT 78 GGST 08   Noel vs Wefran,Guilty Gear: Strive,Noel,Marnie
TT 78 GGST 09   BurgerDaddy vs ThereGoesMySanity,Guilty Gear: Strive,BurgerDaddy,ThereGoesMySanity
TT 78 GGST 10   BurgerDaddy vs Noel,Guilty Gear: Strive,BurgerDaddy,Noel
TT 78 GGST 11   Yemma vs Mangocopter,Guilty Gear: Strive,Yemma,Mangocopter
TT 78 GGST 12   Yemma vs Noel,Guilty Gear: Strive,Yemma,Noel
TT 78 GGST 13   Noel vs Mangocopter,Guilty Gear: Strive,Noel,Mangocopter
TT 78 SSBU 01   Nonsense vs PenguinLord,Ultimate,Nonsense,PenguinLord
TT 78 SSBU 02   KZK vs Kobomb,Ultimate,KZK,Kobomb
TT 78 SSBU 03   Currupt vs TheMikeDrop,Ultimate,Currupt,TheMikeDrop
TT 78 SSBU 04   Rob Gucci vs DLV,Ultimate,Rob Gucci,DLV
TT 78 SSBU 05   Winter vs Danlisto,Ultimate,Winter,Danlisto
TT 78 SSBU 06   Schmlorp vs Wizard Guy,Ultimate,Schmlorp,Wizard Guy
TT 79 GGST 01   Sente vs MufflerMan,Guilty Gear: Strive,Sente,Speech
TT 79 GGST 02   Asylum vs Noel,Guilty Gear: Strive,Asylum,Noel
TT 79 GGST 03   Naiya55 vs SlabOfBeef,Guilty Gear: Strive,Naiya55,SlabofBeef
TT 79 GGST 04   Noel vs Yemma,Guilty Gear: Strive,Noel,Yemma
TT 79 GGST 05   Mangocopter vs ThereGoesMySanity,Guilty Gear: Strive,Mangocopter,ThereGoesMySanity
TT 79 GGST 06   R Squared vs MufflerMan,Guilty Gear: Strive,R Squared,Speech
TT 79 GGST 07   R Squared vs Naiya55,Guilty Gear: Strive,R Squared,Naiya55
TT 79 GGST 08   R Squared vs ThereGoesMySanity,Guilty Gear: Strive,R Squared,ThereGoesMySanity
TT 79 GGST 09   Sente vs Rob Gucci,Guilty Gear: Strive,Sente,Rob Gucci
TT 79 GGST 10   Sente vs Yemma,Guilty Gear: Strive,Sente,Yemma
TT 79 GGST 11   Mangocopter vs Noel,Guilty Gear: Strive,Mangocopter,Noel
TT 79 GGST 12   Yemma vs ThereGoesMySanity,Guilty Gear: Strive,Yemma,ThereGoesMySanity
TT 79 GGST 13   Mangocopter vs ThereGoesMySanity,Guilty Gear: Strive,Mangocopter,ThereGoesMySanity
TT 79 GGST 14   Mangocopter vs Noel,Guilty Gear: Strive,Mangocopter,Noel
TT 79 SSBU 01   buh vs Pure,Ultimate,mooni,Pure
TT 79 SSBU 02   froggie  vs Weegee,Ultimate,froggie,Weegee
TT 79 SSBU 03   Schmlorp vs CBlub,Ultimate,Schmlorp,CBlub
TT 79 SSBU 04   Ikemefuna vs Apparition,Ultimate,Ikemefuna,Apparition
TT 79 SSBU 05   Jcm vs Rob Gucci,Ultimate,Jcm,Rob Gucci
TT 79 SSBU 06   Winter vs BFP,Ultimate,Winter,BFP
TT 80 GGST 01   Naiya55 vs R Squared,Guilty Gear: Strive,Naiya55,R Squared
TT 80 GGST 02   Wefran vs Joshua Supostus,Guilty Gear: Strive,Marnie,Supostus
TT 80 GGST 03   Buh vs Nenmyx,Guilty Gear: Strive,Buh,sylph
TT 80 GGST 04   Wefran vs Noel,Guilty Gear: Strive,Marnie,Noel
TT 80 GGST 05   jjkilla234 vs NeroGX,Guilty Gear: Strive,jjkilla234,NeroGX
TT 80 GGST 06   Nenmyx vs Meatcrab,Guilty Gear: Strive,sylph,Meatcrab
TT 80 GGST 07   ThereGoesMySanity vs The Law,Guilty Gear: Strive,ThereGoesMySanity,Meaty Behemy
TT 80 GGST 08   Yemma vs Mangocopter,Guilty Gear: Strive,Yemma,Mangocopter
TT 80 GGST 09   Naiya55 vs Joshua Supostus,Guilty Gear: Strive,Naiya55,Supostus
TT 80 GGST 10   Naiya55 vs The Law,Guilty Gear: Strive,Naiya55,Meaty Behemy
TT 80 GGST 11   Wefran vs Mangocopter,Guilty Gear: Strive,Marnie,Mangocopter
TT 80 GGST 12   Noel vs ThereGoesMySanity,Guilty Gear: Strive,Noel,ThereGoesMySanity
TT 80 GGST 13   Naiya55 vs Mangocopter,Guilty Gear: Strive,Naiya55,Mangocopter
TT 80 GGST 14   ThereGoesMySanity vs Mangocopter,Guilty Gear: Strive,ThereGoesMySanity,Mangocopter
TT 80 GGST 15   Noel vs Mangocopter,Guilty Gear: Strive,Noel,Mangocopter
TT 80 SSBU 01   DaveBot vs VictoryStar,Ultimate,DaveBot,VictoryStar
TT 80 SSBU 02   3DS vs Archaic,Ultimate,3DS,Archaic
TT 80 SSBU 03   Schmlorp vs SoftAsSilque,Ultimate,Schmlorp,SoftAsSilque
TT 80 SSBU 04   Winter vs Wizard Guy,Ultimate,Winter,Wizard Guy
TT 80 SSBU 05   SoftAsSilque vs XYK,Ultimate,SoftAsSilque,XYK
TT 80 SSBU 06   Squiggles vs Rob Gucci,Ultimate,Squiggles,Rob Gucci
TT 80 SSBU 07   Rinrin vs SoftAsSilque,Ultimate,Rinrin,SoftAsSilque
TT 81 GGST 01   jjkilla234 vs Yemma,Guilty Gear: Strive,jjkilla234,Yemma
TT 81 GGST 02   R Squared vs 1000Ap,Guilty Gear: Strive,R Squared,1000Ap
TT 81 GGST 03   Mangocopter vs The Law,Guilty Gear: Strive,Mangocopter,Meaty Behemy
TT 81 GGST 04   Noel vs Wefran,Guilty Gear: Strive,Noel,Marnie
TT 81 GGST 05   Naiya55 vs ThereGoesMySanity,Guilty Gear: Strive,Naiya55,ThereGoesMySanity
TT 81 GGST 06   Naiya55 vs Noel,Guilty Gear: Strive,Naiya55,Noel
TT 81 GGST 07   Yemma vs Mangocopter,Guilty Gear: Strive,Yemma,Mangocopter
TT 81 GGST 08   Wefran vs ThereGoesMySanity,Guilty Gear: Strive,Marnie,ThereGoesMySanity
TT 81 GGST 09   SlabOfBeef vs The Law,Guilty Gear: Strive,SlabofBeef,Meaty Behemy
TT 81 GGST 10   Yemma vs Wefran,Guilty Gear: Strive,Yemma,Marnie
TT 81 GGST 11   Naiya55 vs SlabOfBeef,Guilty Gear: Strive,Naiya55,SlabofBeef
TT 81 GGST 12   Noel vs Mangocopter,Guilty Gear: Strive,Noel,Mangocopter
TT 81 GGST 13   Yemma vs Naiya55,Guilty Gear: Strive,Yemma,Naiya55
TT 81 GGST 14   Yemma vs Noel,Guilty Gear: Strive,Yemma,Noel
TT 81 GGST 15   Mangocopter vs Noel,Guilty Gear: Strive,Mangocopter,Noel
TT 81 SSBU 01   Moggs vs Kuririn,Ultimate,Moggs,Kuririn
TT 81 SSBU 02   buh vs 3DS,Ultimate,mooni,3DS
TT 81 SSBU 03   DaveBot vs whiskey,Ultimate,DaveBot,whiskey
TT 81 SSBU 04   fourside vs Cornball,Ultimate,fourside,Cornball
TT 81 SSBU 05   Ikemefuna vs Rad,Ultimate,Ikemefuna,Rad
TT 82 GGST 01   SlabOfBeef vs Flash Git,Guilty Gear: Strive,SlabofBeef,Flashy Git
TT 82 GGST 02   R Squared vs Mangocopter,Guilty Gear: Strive,R Squared,Mangocopter
TT 82 GGST 03   SlabOfBeef vs Meatcrab,Guilty Gear: Strive,SlabofBeef,Meatcrab
TT 82 GGST 04   ThereGoesMySanity vs Yemma,Guilty Gear: Strive,ThereGoesMySanity,Yemma
TT 82 GGST 05   Meatcrab vs Mangocopter,Guilty Gear: Strive,Meatcrab,Mangocopter
TT 82 GGST 06   SlabOfBeef vs NeroGX,Guilty Gear: Strive,SlabofBeef,NeroGX
TT 82 GGST 07   TaishouNara vs The Law,Guilty Gear: Strive,TaishouNara,Meaty Behemy
TT 82 GGST 08   ThereGoesMySanity vs SlabOfBeef,Guilty Gear: Strive,ThereGoesMySanity,SlabofBeef
TT 82 GGST 09   TaishouNara vs Meatcrab,Guilty Gear: Strive,TaishouNara,Meatcrab
TT 82 GGST 10   Mangocopter vs Yemma,Guilty Gear: Strive,Mangocopter,Yemma
TT 82 GGST 11   TaishouNara vs ThereGoesMySanity,Guilty Gear: Strive,TaishouNara,ThereGoesMySanity
TT 82 GGST 12   Yemma vs ThereGoesMySanity,Guilty Gear: Strive,Yemma,ThereGoesMySanity
TT 82 GGST 13   Yemma vs Mangocopter,Guilty Gear: Strive,Yemma,Mangocopter
TT 82 SSBU 01   Weegee vs Dungarani,Ultimate,Weegee,Dungarani
TT 82 SSBU 02   KZK vs TheGantaGun,Ultimate,KZK,TheGantaGun
TT 82 SSBU 03   Camaraderie123 vs Kobomb,Ultimate,Camaraderie123,Kobomb
TT 82 SSBU 04   TheMikeDrop vs Rad,Ultimate,TheMikeDrop,Rad
TT 82 SSBU 05   Camaraderie123 vs +ACM-1 Caniac,Ultimate,Camaraderie123,+ACM-1 Caniac
TT 82 SSBU 06   Rob Gucci vs Schmlorp,Ultimate,Rob Gucci,Schmlorp
Tuesday Trials 100 GGST Grand Final - Mangocopter (Potemkin) vs NOELL (Bedman?),Guilty Gear: Strive,Mangocopter,Noel
Tuesday Trials 100 GGST Losers Final - Wefran (Bridget) vs NOELL (Bedman?),Guilty Gear: Strive,Marnie,Noel
"Tuesday Trials 100 GGST Losers Quarters - Wefran (Bridget) vs The Law (Goldlewis, Jack-O')",Guilty Gear: Strive,Marnie,Meaty Behemy
Tuesday Trials 100 GGST Losers R6 - Naiya55 (Potemkin) vs Joshua Supostus (Potemkin),Guilty Gear: Strive,Naiya55,Supostus
Tuesday Trials 100 GGST Losers Semis - Wefran (Bridget) vs Joshua Supostus (Potemkin),Guilty Gear: Strive,Marnie,Supostus
Tuesday Trials 100 GGST Winners Final - Mangocopter (Potemkin) vs NOELL (Bedman?),Guilty Gear: Strive,Mangocopter,Noel
Tuesday Trials 100 GGST Winners Semis - Mangocopter (Potemkin) vs Wefran (Bridget),Guilty Gear: Strive,Mangocopter,Marnie
Tuesday Trials 100 GGST Winners Semis - NOELL (Bedman?) vs ThereGoesMySanity (Ramlethal),Guilty Gear: Strive,Noel,ThereGoesMySanity
Tuesday Trials 100 SF6 Grand Final - Acvius (JP) vs IronZhangief (Zangief),Street Fighter 6,Acvius,Ironzhangief
